"Methodology *","Site *","Management *","Sample date: Year *","Sample date: Month *","Sample date: Day *","Depth *","Transect number *","Benthic attribute *"
"photo transect","MBPC-4","Reserve",NA,NA,NA,NA,3,"Montastrea"
"photo transect","MBPC-4","Reserve",NA,NA,NA,NA,3,"Acropora palmata"
"photo transect","MBPC-4","Reserve",NA,NA,NA,NA,3,"Porites astreoides"
"photo transect","MBPC-4","Reserve",NA,NA,NA,NA,3,"Lobophora"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,1,"Acropora palmata"
"photo transect","MBPC-4","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,"Agaricia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,"Dictyota"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,"Gorgonia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","21","Reserve",2021,3,8,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,"Palythoa"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,"Plexaura"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","21","Reserve",2021,3,8,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,"Montastrea"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,"Lobophora"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,1,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,1,"Pseudopterogorgia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Agaricia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Dictyota"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Gorgonia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Palythoa"
"photo transect","21","Reserve",2021,3,8,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Plexaura"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Agaricia tenuifolia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Agaricia tenuifolia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Cliona"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","21","Reserve",2021,3,8,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Pseudopterogorgia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Dictyota"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Montastrea"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Diploria stigosa"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Acropora palmata"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Lobophora"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Millepora"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,2,"Colpophyllia natans"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Agaricia"
"photo transect","21","Reserve",2021,3,8,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Dictyota"
"photo transect","22","Reserve",2021,3,8,NA,1,"Meandrina meandrites"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Gorgonia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Palythoa"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Plexaura"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","21","Reserve",2021,3,8,NA,3,NA
"photo transect","21","Reserve",2021,3,8,NA,1,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Agaricia tenuifolia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Lobophora"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Cliona"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Pseudopterogorgia"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Montastrea"
"photo transect","21","Reserve",2021,3,8,NA,1,"Thalassia hemprichii"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,"Lobophora"
"photo transect","MBPC-5","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,"Agaricia"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,"Dictyota"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,"Gorgonia"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,"Palythoa"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Pseudopterogorgia"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,"Cliona"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,3,"Pseudopterogorgia"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Agaricia"
"photo transect","21","Reserve",2021,3,8,NA,1,"Thalassia testudinum"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Dictyota"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Gorgonia"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Millepora"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Palythoa"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Plexaura"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Acropora cervicornis"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Agaricia tenuifolia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Plexaura"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Cliona"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Montastrea"
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-6","Reserve",NA,NA,NA,NA,2,"Montastrea"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Agaricia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Dictyota"
"photo transect","22","Reserve",2021,3,8,NA,1,"Acropora palmata"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Gorgonia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Palythoa"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Palythoa"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Plexaura"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Agaricia tenuifolia"
"photo transect","22","Reserve",2021,3,8,NA,1,"Agaricia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Cliona"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Montastrea"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Diploria stigosa"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,1,"Lobophora"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Agaricia"
"photo transect","22","Reserve",2021,3,8,NA,1,"Agaricia tenuifolia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Dictyota"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Gorgonia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Palythoa"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Plexaura"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Agaricia tenuifolia"
"photo transect","22","Reserve",2021,3,8,NA,1,"Colpophyllia natans"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Cliona"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Porites astreoides"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Pseudopterogorgia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Montastrea"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Diploria stigosa"
"photo transect","22","Reserve",2021,3,8,NA,1,"Dendrogyra cylindrus"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Lobophora"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Siderastrea"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,2,"Antillogorgia bipinnata"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Agaricia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Dictyota"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Gorgonia"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Agaricia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Gorgonia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Plexaura"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Diploria stigosa"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Montastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Siderastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Millepora alcicornis"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Pseudopterogorgia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,2,"Cliona"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Agaricia tenuifolia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Dictyota"
"photo transect","22","Reserve",2021,3,8,NA,1,"Montastrea annularis"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Montastrea"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Diploria stigosa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Palythoa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Agaricia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Montastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Gorgonia"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Agaricia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Plexaura"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Diploria stigosa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Siderastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Millepora alcicornis"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Pseudopterogorgia"
"photo transect","21","Reserve",2021,3,8,NA,3,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Palythoa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,"Cliona"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Dictyota"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Agaricia tenuifolia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Dictyota"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Montastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Palythoa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Porites astreoides"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Gorgonia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Agaricia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Gorgonia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Plexaura"
"photo transect","21","Reserve",2021,3,8,NA,3,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Porites divaricata"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Siderastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Acropora palmata"
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Pseudopterogorgia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,"Cliona"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Agaricia tenuifolia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Dictyota"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Porites furcata"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Lobophora"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Millepora"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Montastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Palythoa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Porites"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Agaricia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Palythoa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Gorgonia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Plexaura"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Porites porites"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Diploria stigosa"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Siderastrea"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Acropora palmata"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Plexaura"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Pseudopterogorgia"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,"Cliona"
"photo transect","BAJO SECO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Agaricia tenuifolia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Dictyota"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Pseudodiploria strigosa"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Lobophora"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Millepora"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Montastrea"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Palythoa"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Porites astreoides"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Agaricia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Gorgonia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Plexaura"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Diploria stigosa"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Siderastrea"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Porites"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Acropora palmata"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Pseudopterogorgia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Cliona"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,1,"Antillogorgia bipinnata"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Agaricia tenuifolia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Dictyota"
"photo transect","22","Reserve",2021,3,8,NA,1,"Diploria labyrinthiformis"
"photo transect","22","Reserve",2021,3,8,NA,1,"Siderastrea"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Lobophora"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Millepora"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Montastrea"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Palythoa"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Porites astreoides"
"photo transect","22","Reserve",2021,3,8,NA,1,"Stephanocoenia intersepta"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Agaricia tenuifolia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Agaricia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Gorgonia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Eunicea"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Plexaura"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Diploria stigosa"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Siderastrea"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Porites"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Pseudopterogorgia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Cliona"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,2,"Antillogorgia bipinnata"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,3,"Agaricia tenuifolia"
"photo transect","21","Reserve",2021,3,8,NA,3,NA
"photo transect","22","Reserve",2021,3,8,NA,1,"Gorgonia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,3,"Dictyota"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,3,"Lobophora"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Cliona"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,3,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,3,"Millepora"
